ID,Purpose,Area,Genre,Sub-genre,Subject,Keywords,Collection,Type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Year,Author,Other creator1,Other creator1 ROLE,Other creator2,Other creator2 ROLE,Other creator3,Other creator3 ROLE,Illustrator,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,LEVEL,DOCUMENT FILENAME,THUMBNAIL FILENAME,DIGITAL SOURCE (WHERE IS THE PDF FROM),ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Uploaded audio,Uploaded video,External video link,External web page link,CONTACT,Library UH link,Library UH comment,Library COM link,Library COM comment,Library UOG link,Library UOG comment,Library MICSEM link,Library MICSEM comment,OLLC number,ISBN number,COM call number
1829,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Yapese-English,"YapSEED language arts dictionaries, resources, and textbooks",Junior dictionary,English-Yapese Dictionary #2,(for language arts level 6),,,,ENGYAP,,2002,"Pugram, Leo D.","Hidalgo, Cesar A.",Consultant,"Falan, Henry",Program director,,,,Yap State Department of Education,Yap SEED New Baseline Curriculum,,Yapese,yap,English,eng,Yap,Yap State,,,,,,The PDF available in this online library is incomplete.,,,,T,YapSEED dictionaries - English-Yapese Dictionary #2 [LA6] - TOC only,YapSEED dictionaries - English-Yapese Dictionary #2 [LA6] - TOC only,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1830,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Ulithian-English,"YapSEED language arts dictionaries, resources, and textbooks",Junior dictionary,Ulithian Wordlist,with English translation,,,,ENGULI,,1997,"Laimoh, Mariano J.","Hidalgo, Cesar A.",Consultant,,,,,,Yap State Department of Education,Yap SEED New Baseline Curriculum,21,Ulithian,uli,English,eng,Ulithi|Fais,Yap State,,,,,,,,,,Y,YapSEED dictionaries - Ulithian Wordlist - 1997,YapSEED dictionaries - Ulithian Wordlist - 1997,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1831,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Ulithian-English,"YapSEED language arts dictionaries, resources, and textbooks",Junior dictionary,English-Ulithian Dictionary #1,(for language arts level 5),,,,ENGULI,,2002,"Salalu, Jesse John|Laimoh, Mariano J.|Ramaliol, Pedrus Paul|Faurang, Juanito J.|Haped, Albert Mathias|Lahasudep, Ygnasia Victoria|Lamalweg, Priscilla Killa","Hidalgo, Cesar A.",Consultant,"Falan, Henry",Program director,,,"Fanoway, Thomas M.",Yap State Department of Education,Yap SEED New Baseline Curriculum,88,Ulithian,uli,English,eng,Ulithi|Fais,Yap State,,,,,,,,,,Y,YapSEED dictionaries - English-Ulithian Dictionary #1 [LA5],YapSEED dictionaries - English-Ulithian Dictionary #1 [LA5],"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1832,Educator support,Language arts and culture,Teacher support,Teacher's guides and manuals,Chep Ngea Yaat,,YapSEED teacher resources,Teacher’s resource book,Chep Ngea Yaat,(for language arts level 5),,,,,,2001,"Yiftheg, Bernard","Hidalgo, Cesar A.",Consultant,"Falan, Henry",Program director,,,,Yap State Department of Education,Yap SEED New Baseline Curriculum,44,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,YapSEED teacher resources - 2001 - Chep Ngea Yaat [LA5],YapSEED teacher resources - 2001 - Chep Ngea Yaat [LA5],"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1833,Core instructional,Language arts and culture,Textbooks and workbooks,Textbook readers,"Traditions, customs, and beliefs",,YapSEED teacher resources,Textbook reader,Language Arts Resource Materials – Yapese language version,(for language arts level 5),,,,,,2001,"Gaan, Francis X.","Hidalgo, Cesar A.",Consultant,"Falan, Henry",Program director,,,,Yap State Department of Education,Yap SEED New Baseline Curriculum,36,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,YapSEED teacher resources - 2001 - Language Arts Resource Materials - Yapese language version [LA5],YapSEED teacher resources - 2001 - Language Arts Resource Materials - Yapese language version [LA5],"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1834,Educator support,Language arts and culture,Teacher support,Teacher's guides and manuals,"Traditions, customs, and beliefs",,YapSEED teacher resources,Teacher’s resource book,Yapese Customs and Traditions,(for language arts level 5),,,,,,2001,"Winterberg, Philipp","Hidalgo, Cesar A.",Consultant,"Falan, Henry",Program director,,,"Tamangmed, Tommy",Yap State Department of Education,Yap SEED New Baseline Curriculum,40,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,YapSEED teacher resources - 2001 - Yapese Customs and Traditions [LA5],YapSEED teacher resources - 2001 - Yapese Customs and Traditions [LA5],"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1835,Knowledge expansion,Language arts and culture,"Cultural content books, compilations, and reports",Traditional literature,Legends and oral history,,Yap State DOE publications,Story anthology,"Yapese legends, 8th grade",Primary social studies curriculum supplement,,,,,,1996,"Chugenn, John","Gidibma, Michael|Mangefel, John|Mutnguy, Carmen",Retold by,,,,,,Yap State Department of Education,,66,English,eng,,,Yap,Yap State,,,,,,First printing 1988. Second printing 1996.,,,,Y,Yap DOE - Chugenn 1996 Yapese legends - 8th grade,Yap DOE - Chugenn 1996 Yapese legends - 8th grade,"PDF created by iREi (2025). Digitized from a mimeographed hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",,,,,,,,,,,http://library.comfsm.fm/webopac/titleinfo?k1=3785671&k2=480887,,,,,,,,
1836,Literacy development,Language arts and culture,Narrative readers,Developing and fluent readers,Collected stories,,Yap State DOE publications,Narrative reader,Yapese traditional stories and games,[Draft copy for review],,,,,,1999,"Students of Tamilang Elementary School, 8th grade class of '99",,,,,,,"Fithing, Robert",Yap State Department of Education,,81,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Yap DOE - 1999 - Tamilang Elementary School - Yapese Traditional Stories and Games,Yap DOE - 1999 - Tamilang Elementary School - Yapese Traditional Stories and Games,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",,,,,,,,,,,http://library.comfsm.fm/webopac/titleinfo?k1=3785671&k2=480887,,,,,,,,
1837,Concept materials,Foundational concepts,Literacy foundations,Alphabet primers,Letter recognition,,Yap State DOE publications,Alphabet chart,Woleaian Alphabet,,,,,,,,,,,,,,,"Urumar, Vincent|Tewasilmeng, Ignacio",Yap State Department of Education,,1,Woleaian,woe,,,Woleai|Eauripik|Ifalik|Faraulap|Elato|Lamotrek,Yap State,,,,,,,,,,Y,YDOE 1997 Vincent Urumar and Ignacio Tewasilmeng [illustrators] - Woleaian Alphabet,YDOE 1997 Vincent Urumar and Ignacio Tewasilmeng [illustrators] - Woleaian Alphabet,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",,,,,,,,,,,,,,,,,,,
1838,Literacy development,Language arts and culture,Reference,Language reference,Spelling system,Orthography,Yap State DOE publications,Reference sheet,Ulithian Orthography,,,,,,,,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,,1,Ulithian,uli,,,Ulithi|Fais,Yap State,,,,,,,,,,Y,Yap DOE - NOTES - Ulithian Orthography,Yap DOE - NOTES - Ulithian Orthography,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",,,,,,,,,,,,,,,,,,,
1839,Educator support,Language arts and culture,Teacher support,Curriculum,Curriculum framework,,Yap State DOE publications,Standards and benchmarks,"Yap State Grade ECE-8
Vernacular Language Arts
Standards",Woleaian,,,,,,2015,Yap State DOE language arts content team,,,,,,,,Yap State Department of Education,,86,English,eng,Woleaian,woe,Woleai|Eauripik|Ifalik|Faraulap|Elato|Lamotrek,Yap State,,,,,,,,,,Y,Yap State Grade ECE-8 Vernacular Language Arts Standards - Woleaian,Yap State Grade ECE-8 Vernacular Language Arts Standards - Woleaian,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1840,Educator support,Language arts and culture,Teacher support,Curriculum,Curriculum framework,,Yap State DOE publications,Curriculum overview,"Yap State Grade ECE-8
Vernacular Language Arts
Standards",Program overview,,,,,,2015,Yap State DOE language arts content team,,,,,,,,Yap State Department of Education,,7,English,eng,,,,Yap State,,,,,,,,,,Y,Yap State Grade ECE-8 Vernacular Language Arts Standards - Program overview,Yap State Grade ECE-8 Vernacular Language Arts Standards - Program overview,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1841,Literacy development,Language arts and culture,Narrative readers,Developing and fluent readers,Legends and oral history,,Yap State DOE publications,Narrative reader,Birth of an island,,,,,,,,,,,,,,,,Yap State Department of Education,,32,English,eng,,,Ulithi,Yap State,,,,,,,,,,Y,Yap DOE - nd - Birth of an island - Yap legend book for DOE,Yap DOE - nd - Birth of an island - Yap legend book for DOE,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Bruce E. Robert. DSLR-based scanning conducted by Danko Taboroši in Pohnpei from 2015 to 2019.",,,,,,,,,,,,,,,,,,,
1842,Knowledge expansion,Language arts and culture,"Cultural content books, compilations, and reports",Cultural readers,Traditional knowledge and skills,Traditional calendar|Seasons|Moon phases|Weather|Climate,Yap State DOE publications,Content reader,Traditional weather forecasting,,,,,,,,"Sartilug, Lorenzo",,,,,,,"Fanoway, Thomas M.",Yap State Department of Education,,34,English,eng,Satawalese,stw,,Yap State,,,,,,,,,,Y,Yap DOE - Sartilug L - TRADITIONAL WEATHER FORECASTING,Yap DOE - Sartilug L - TRADITIONAL WEATHER FORECASTING,"Digital document (Powerpoint presentation) encountered online, from an uncertain source.",,,,,,,,,,,,,,,,,,,
1843,Supplementary / Enrichment,Social studies,"Cultural content books, compilations, and reports",Historical readers,History,,Yap State DOE publications,Content reader,U Nap'an ea Chiyaamen,,[The German period],,,,,,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,,46,Yapese,yap,,,Yap,Yap State,,,,,,,,This is one of the historical accounts produced in Yap by Department of Education curriculum writers in the period 1976-84.,,Y,Yap DOE - nd - U Nap'an ea Chiyaamen,Yap DOE - nd - U Nap'an ea Chiyaamen,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1844,Literacy development,Language arts and culture,"Cultural content books, compilations, and reports",Traditional literature,Legends and oral history,,Yap State DOE publications,Content reader,A legendary history of Yap,,,,,,,1968,"Uag, Raphael","Molinski, Frank",Translated by,"Mangefel, John",Edited by,,,"Kenrad, Stanley",Yap State Department of Education,Good News Press,22,English,eng,,,Yap,Yap State,,,,,,,,,,Y,Yap DOE - 1968 - Legendary History of Yap,Yap DOE - 1968 - Legendary History of Yap,PDF created by iREi (2025). Digitized from a hard copy courtesy of the University of Guam Library. Scanning conducted by Koh Ming Wei in Guam in March 2025.,,,,,,,,,,,,,,,,,,,
1845,Core instructional,Language arts and culture,Textbooks and workbooks,Workbooks,Reading program,,Yap State DOE publications,Workbook,Boech I Pagal Ni Tamaag Fithngaan,Baabiyor ko yool,,,,,,1980,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,Yap State Bilingual Education Project,36,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Yap State Bilingual Program 198X - Yapese Readers - level 2 - Boech I Pagal Ni Tamaag Fithngaan - WORKBOOK,Yap State Bilingual Program 198X - Yapese Readers - level 2 - Boech I Pagal Ni Tamaag Fithngaan - WORKBOOK,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1846,Core instructional,Language arts and culture,Textbooks and workbooks,Workbooks,Reading program,,Yap State DOE publications,Workbook,Fagear Roog,Workbook,,,,,,,,,,,,,,,Yap State Department of Education,,24,Yapese,yap,,,Yap,Yap State,G3,,,,,,,,,Y,YDOE - Worbook for Fagear Roog (book unknown),YDOE - Worbook for Fagear Roog (book unknown),"PDF created by iREi (2025). Digitized from a hard copy mimeograph courtesy of the Micronesian Seminar Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",,,,,,,,,,,,,,,,,,,
1847,Core instructional,Language arts and culture,Textbooks and workbooks,Workbooks,Reading program,,Yap State DOE publications,Workbook,Fitaeq,Baabiyor ko yool,,,,,,1980,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,Yap State Bilingual Education Project,20,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Yap State Bilingual Program 198X - Yapese Readers - level 2 - Fitaeq - WORKBOOK,Yap State Bilingual Program 198X - Yapese Readers - level 2 - Fitaeq - WORKBOOK,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1848,Literacy development,Language arts and culture,Narrative readers,Proficient and critical readers,Cultural stories,,Yap State DOE publications,Narrative reader,"Tabinaew, Binaew Ngea Falaak",,,,,,,1980,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,Yap State Bilingual Education Project,20,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,"Yap State Bilingual Program 198X - Yapese Readers - level 2 - Tabinaew, Binaew Ngea Falaak","Yap State Bilingual Program 198X - Yapese Readers - level 2 - Tabinaew, Binaew Ngea Falaak","Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1849,Literacy development,Language arts and culture,Narrative readers,Developing and fluent readers,Fables,,Yap State DOE publications,Narrative reader,Ruw i Pilis ngea ba Chiyeg,,,,,,,1980,Yap State DOE curriculum team,,,,,,,,Yap State Department of Education,Yap State Bilingual Education Project,9,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Yap State Bilingual Program 198X - Yapese Readers - level 3 - Ruw i Pilis ngea ba Chiyeg,Yap State Bilingual Program 198X - Yapese Readers - level 3 - Ruw i Pilis ngea ba Chiyeg,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
